1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;1
2;2
1;1
2;2
1;1
1;1
2;2
1;1
2;2
1;1
1;1
1;1
2;2
1;1
1;1
1;1
1;1
1;0
3;1
1;0
1;1
2;2
2;202
1;207
1;1
1;1
2;2
3;1
3;1
1;0
2;1
1;1
2;2
1;1
1;1
2;2
1;0
3;553
1;1
1;1
2;2
1;1
1;1
3;1
1;1
1;1
1;1
1;1
2;2
3;1
1;1
1;1
1;0
1;1
2;2
1;1
1;1
1;1
1;1
2;2
1;1
2;2
3;1
1;1
1;1
3;1
1;0
3;1
1;1
3;1
1;1
1;20
2;21
1;1
1;0
1;1
2;2
1;1
2;2
1;1
2;2
1;1
1;1
1;1
1;1
2;2
1;1
1;1
1;1
1;1
3;1
1;1
1;1
1;1
3;0
1;1
1;1
1;1
1;1
2;2
1;1
2;2
1;1
2;2
1;1
1;0
1;1
2;2
1;1
3;1
3;1
3;1
1;1
1;0
2;1
1;46
1;1
1;1
3;1
1;0
2;1
1;1
1;1
2;2
1;1
1;1
2;2
1;1
1;1
1;0
1;1
3;1
3;1
1;1
1;1
1;1
2;2
1;1
1;1
1;1
1;1
1;1
3;1
3;1
1;1
3;1
1;1
1;1
1;1
1;0
2;1
1;1
1;1
1;1
2;2
1;1
1;1
1;0
1;1
1;1
2;2
1;1
1;1
1;1
1;1
2;2
1;1
2;2
3;1
1;1
2;2
1;1
2;2
1;1
1;0
1;0
2;1
1;0
1;1
1;1
2;2
1;1
1;0
1;1
1;1
3;1
1;1
1;0
1;0
2;1
1;1
1;1
2;2
1;1
1;1
1;1
3;1
3;1
3;1
1;1
1;1
1;1
2;2
1;1
3;1
3;1
1;1
1;1
1;1
2;2
1;1
1;0
2;1
1;293
1;0
1;1
2;2
1;1
1;1
2;2
1;1
2;2
3;1
3;1
1;0
1;1
2;2
1;0
1;1
1;0
3;1
1;1
1;1
2;2
1;0
2;1
1;1
1;1
1;1
1;1
2;2
3;1
1;0
1;0
1;0
3;1
1;1
2;2
1;0
2;1
1;1
1;1
1;0
1;1
1;1
2;2
1;1
1;1
2;2
1;1
1;1
1;1
3;1
1;1
1;1
2;2
1;1
2;2
1;1
2;2
1;1
1;0
3;1
1;1
1;1
1;51
2;52
1;1
2;2
1;1
1;3
1;1
1;1
2;2
1;1
3;23
1;1
1;301
2;302
1;1
1;1
2;2
1;1
2;2
3;1
3;1
1;1
1;1
1;1
1;1
2;2
1;1
3;1
3;1
1;1
1;1
2;2
1;173
1;1
1;1
2;2
1;1
2;2
1;1
3;1504
1;1
1;1
1;1
3;1
3;1
1;1
1;1
1;1
2;2
1;1
2;2
3;1
1;0
2;1
3;1
3;1
1;1
2;2
1;1
1;0
1;0
2;1
3;1
1;1
1;1
1;1
1;1
1;1
2;265
1;270
1;1
2;2
1;1
2;2
3;1
1;0
1;0
1;1
2;2
1;1
1;0
1;1
1;1
1;1
1;1
1;1
3;1
1;1
2;2
1;1
2;2
1;1
2;2
3;1
1;0
2;1
1;1
1;1
2;2
2;59
1;64
